trial_id,phase,region,mean_activity,max_activity,activity_variance,start_time,end_time,spike_counts,label,pca_1,pca_2
10,planning,PMd,5.683098591549296,35,45.667179131124776,29.7,31.547,"[5, 6, 3, 1, 4, 2, 6, 0, 0, 8, 35, 0, 9, 25, 13, 21, 1, 0, 2, 6, 0, 3, 3, 1, 10, 18, 25, 1, 2, 0, 2, 1, 0, 8, 3, 3, 1, 2, 1, 1, 2, 0, 0, 0, 3, 9, 6, 7, 0, 1, 11, 1, 0, 0, 7, 27, 0, 4, 2, 1, 14, 0, 10, 8, 7, 1, 1, 3, 2, 12, 1, 2, 11, 3, 7, 2, 8, 2, 18, 1, 15, 3, 3, 14, 3, 1, 9, 0, 0, 0, 0, 5, 7, 1, 29, 13, 0, 5, 11, 0, 1, 1, 8, 9, 0, 2, 0, 2, 3, 19, 13, 13, 4, 10, 0, 1, 10, 17, 0, 3, 9, 6, 7, 10, 4, 6, 10, 18, 0, 0, 2, 1, 6, 9, 6, 9, 0, 23, 6, 0, 0, 14]",0,2.6325938623804466,-0.40094367901199607
11,planning,PMd,4.971830985915493,28,30.50624876016664,33.1,34.873,"[4, 6, 4, 0, 0, 6, 3, 0, 0, 1, 13, 1, 2, 25, 11, 8, 3, 0, 2, 0, 0, 2, 0, 2, 1, 6, 11, 0, 2, 0, 4, 6, 0, 9, 1, 2, 1, 2, 1, 0, 7, 7, 3, 0, 1, 4, 8, 5, 0, 4, 8, 6, 0, 0, 1, 11, 13, 2, 7, 5, 8, 0, 1, 3, 9, 2, 4, 8, 6, 8, 2, 1, 11, 0, 5, 5, 5, 3, 17, 0, 14, 2, 3, 9, 11, 4, 11, 0, 7, 3, 0, 1, 7, 3, 11, 9, 0, 6, 6, 0, 11, 0, 4, 12, 0, 3, 0, 0, 1, 13, 28, 13, 1, 7, 3, 1, 24, 2, 2, 7, 17, 2, 4, 10, 0, 18, 12, 9, 0, 1, 0, 0, 3, 11, 0, 10, 0, 21, 6, 1, 0, 13]",0,0.6389691385072941,-0.14496904775470223
12,planning,PMd,4.725352112676056,30,31.185131918270184,36.3,37.91,"[7, 1, 1, 0, 1, 1, 0, 1, 2, 7, 21, 3, 6, 16, 12, 9, 3, 0, 0, 0, 0, 2, 0, 4, 0, 8, 20, 0, 2, 0, 0, 6, 1, 8, 3, 4, 0, 0, 1, 0, 3, 6, 1, 0, 6, 0, 5, 3, 0, 6, 4, 0, 3, 0, 6, 22, 8, 3, 1, 2, 15, 1, 1, 10, 12, 3, 0, 5, 1, 5, 2, 0, 17, 1, 6, 8, 0, 3, 13, 0, 8, 1, 2, 13, 8, 5, 7, 3, 4, 2, 1, 0, 3, 1, 8, 1, 0, 10, 6, 3, 1, 0, 4, 10, 2, 8, 0, 3, 3, 7, 27, 17, 6, 7, 4, 1, 10, 7, 1, 3, 30, 9, 3, 5, 7, 10, 16, 13, 0, 0, 1, 1, 0, 4, 0, 8, 0, 7, 3, 0, 4, 11]",0,0.7255275195372455,-0.5448135142252117
13,planning,PMd,2.528169014084507,21,11.164699464391983,39.3,40.138,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 4, 0, 1, 21, 6, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 7, 1, 2, 1, 0, 0, 8, 0, 7, 1, 0, 1, 0, 2, 0, 1, 5, 0, 0, 2, 2, 3, 3, 1, 2, 0, 1, 0, 0, 2, 11, 0, 4, 1, 0, 8, 0, 1, 6, 6, 0, 0, 6, 3, 3, 0, 1, 8, 0, 5, 1, 1, 3, 14, 0, 7, 2, 2, 7, 3, 2, 8, 0, 3, 0, 0, 1, 4, 4, 4, 3, 1, 4, 4, 1, 4, 0, 2, 5, 0, 1, 1, 2, 1, 11, 8, 3, 1, 3, 0, 3, 9, 0, 1, 2, 8, 1, 5, 3, 0, 5, 7, 3, 0, 0, 0, 1, 2, 4, 0, 9, 1, 13, 1, 0, 0, 6]",0,-2.612439736626407,-0.9618383931558088
14,planning,PMd,5.091549295774648,32,30.393027177147392,41.7,43.34,"[7, 0, 1, 3, 0, 1, 3, 0, 0, 2, 32, 0, 12, 14, 13, 5, 0, 1, 0, 7, 11, 0, 0, 1, 13, 14, 2, 0, 0, 1, 6, 2, 2, 11, 0, 4, 1, 2, 0, 0, 5, 8, 2, 0, 2, 8, 3, 2, 0, 3, 12, 3, 3, 0, 4, 22, 2, 4, 8, 4, 5, 1, 2, 7, 9, 5, 0, 2, 5, 11, 1, 2, 13, 4, 5, 3, 0, 9, 12, 2, 13, 10, 5, 8, 10, 1, 8, 0, 1, 2, 0, 5, 3, 6, 4, 6, 0, 7, 9, 0, 13, 0, 2, 12, 1, 5, 0, 4, 9, 8, 10, 16, 3, 10, 1, 1, 5, 5, 0, 9, 13, 2, 8, 6, 0, 14, 10, 12, 0, 0, 1, 9, 3, 7, 4, 14, 0, 28, 2, 1, 0, 13]",0,1.0770761522471743,-0.6206274306360705
15,planning,PMd,5.267605633802817,25,31.674866097996425,44.7,46.184,"[5, 6, 4, 3, 1, 1, 4, 1, 5, 3, 19, 0, 8, 15, 12, 15, 2, 0, 0, 1, 1, 0, 0, 2, 6, 13, 2, 0, 0, 0, 1, 4, 2, 10, 2, 0, 1, 1, 2, 0, 3, 10, 1, 0, 0, 6, 7, 2, 0, 1, 9, 6, 4, 0, 5, 21, 1, 15, 2, 3, 6, 5, 5, 7, 9, 4, 2, 6, 5, 7, 4, 2, 12, 4, 13, 1, 2, 5, 16, 0, 17, 3, 5, 12, 11, 1, 10, 0, 6, 2, 0, 2, 4, 10, 7, 7, 1, 6, 3, 0, 7, 0, 5, 14, 0, 1, 0, 0, 2, 14, 10, 18, 1, 15, 1, 1, 19, 4, 3, 17, 23, 5, 5, 4, 0, 10, 16, 9, 0, 0, 1, 11, 3, 13, 1, 5, 0, 25, 4, 0, 0, 11]",0,0.5996669711621532,0.45342604727088276
16,planning,PMd,4.415492957746479,32,25.440041658401107,47.8,49.197,"[0, 1, 5, 4, 0, 2, 2, 0, 0, 11, 15, 0, 4, 19, 15, 14, 2, 0, 1, 2, 0, 1, 1, 0, 0, 9, 32, 11, 4, 0, 1, 3, 2, 9, 3, 1, 0, 3, 2, 0, 1, 5, 0, 0, 3, 6, 1, 3, 0, 3, 9, 2, 1, 0, 1, 22, 1, 13, 7, 4, 6, 3, 2, 4, 7, 2, 1, 5, 3, 7, 1, 0, 15, 1, 7, 2, 3, 3, 8, 1, 10, 2, 2, 10, 3, 1, 5, 1, 1, 2, 2, 3, 5, 5, 17, 3, 2, 8, 4, 5, 4, 1, 5, 5, 0, 1, 0, 4, 0, 6, 9, 13, 0, 5, 1, 1, 6, 12, 1, 3, 8, 3, 7, 11, 7, 9, 13, 11, 0, 0, 0, 3, 1, 4, 5, 7, 0, 13, 6, 0, 0, 9]",0,0.38371472750506946,-1.1016745442306988
17,planning,PMd,4.690140845070423,29,29.608212656219,50.6,52.14,"[0, 0, 0, 0, 3, 2, 0, 0, 1, 2, 8, 0, 3, 17, 20, 2, 0, 0, 2, 0, 0, 3, 0, 2, 0, 9, 19, 0, 0, 0, 4, 2, 1, 15, 2, 1, 1, 0, 2, 2, 7, 8, 1, 0, 0, 4, 6, 1, 0, 4, 8, 4, 1, 0, 1, 29, 7, 5, 3, 6, 14, 0, 4, 7, 11, 8, 2, 4, 1, 17, 2, 0, 17, 1, 4, 4, 2, 2, 12, 0, 9, 3, 2, 9, 0, 0, 11, 0, 9, 0, 4, 7, 2, 3, 12, 7, 0, 3, 10, 0, 11, 4, 1, 12, 0, 2, 1, 6, 1, 13, 21, 8, 7, 7, 1, 2, 10, 5, 0, 1, 13, 8, 10, 8, 0, 5, 10, 12, 0, 0, 2, 5, 7, 18, 2, 6, 0, 11, 3, 0, 0, 12]",0,0.5150699934671831,-0.45907560913827183
18,planning,PMd,5.302816901408451,34,42.323794881967856,53.7,55.497,"[2, 0, 7, 1, 2, 3, 5, 1, 1, 1, 26, 0, 3, 20, 16, 10, 4, 0, 0, 0, 0, 1, 0, 5, 2, 13, 4, 0, 0, 0, 0, 7, 1, 16, 0, 2, 1, 2, 1, 0, 1, 8, 0, 0, 0, 8, 0, 2, 0, 0, 6, 5, 0, 0, 3, 23, 9, 4, 1, 6, 11, 3, 2, 2, 15, 4, 0, 7, 2, 8, 0, 0, 19, 3, 10, 3, 1, 1, 17, 1, 10, 5, 3, 10, 7, 1, 10, 0, 6, 1, 2, 1, 1, 4, 8, 13, 0, 10, 4, 1, 7, 0, 2, 13, 0, 12, 0, 0, 5, 20, 22, 10, 2, 4, 1, 2, 18, 0, 3, 18, 11, 8, 12, 6, 0, 17, 17, 10, 0, 0, 0, 2, 6, 15, 2, 12, 0, 34, 6, 0, 0, 17]",0,2.114670421104872,-0.5464374327694175
19,planning,PMd,5.845070422535211,37,36.975996826026574,57.0,58.632,"[3, 0, 5, 1, 0, 0, 7, 1, 3, 2, 21, 2, 8, 23, 7, 10, 0, 0, 2, 0, 2, 7, 2, 4, 0, 15, 10, 1, 1, 0, 3, 6, 0, 15, 1, 2, 0, 1, 0, 3, 5, 7, 0, 1, 0, 4, 4, 6, 1, 4, 8, 4, 2, 0, 8, 18, 8, 5, 3, 4, 18, 0, 1, 7, 10, 1, 2, 4, 5, 8, 6, 3, 18, 3, 11, 6, 5, 6, 15, 2, 20, 7, 4, 13, 4, 6, 11, 0, 5, 0, 0, 9, 7, 3, 10, 8, 9, 11, 6, 1, 15, 0, 6, 16, 3, 7, 0, 0, 7, 11, 19, 18, 1, 3, 2, 2, 7, 1, 3, 15, 17, 9, 15, 13, 2, 12, 12, 7, 0, 1, 0, 5, 1, 9, 3, 14, 0, 37, 4, 0, 0, 8]",0,2.3842964287162407,-0.7423159492715746
20,planning,PMd,4.908450704225352,26,30.393027177147392,60.1,61.947,"[8, 8, 0, 0, 5, 2, 5, 0, 0, 1, 12, 0, 4, 25, 24, 17, 3, 0, 1, 1, 0, 1, 1, 1, 3, 7, 11, 1, 2, 0, 3, 4, 1, 12, 2, 0, 1, 3, 1, 1, 1, 6, 0, 0, 0, 3, 4, 5, 0, 1, 7, 1, 1, 0, 3, 26, 6, 0, 6, 4, 13, 1, 4, 4, 5, 4, 3, 4, 6, 10, 3, 0, 12, 3, 5, 3, 5, 2, 17, 1, 13, 1, 3, 5, 11, 3, 6, 0, 7, 0, 2, 1, 5, 3, 19, 7, 0, 6, 6, 1, 6, 0, 5, 12, 0, 2, 0, 5, 3, 18, 14, 7, 8, 14, 2, 3, 16, 3, 2, 1, 11, 5, 12, 5, 4, 4, 7, 14, 0, 0, 0, 2, 2, 9, 0, 15, 1, 15, 6, 0, 0, 15]",0,0.40752228749357217,0.08764978583385451
21,planning,PMd,4.26056338028169,32,27.291261654433647,63.5,64.931,"[0, 0, 0, 0, 0, 2, 5, 0, 0, 1, 19, 0, 3, 32, 13, 7, 3, 0, 0, 0, 1, 0, 0, 0, 0, 8, 8, 0, 0, 0, 5, 10, 1, 10, 0, 1, 2, 4, 0, 0, 0, 4, 0, 0, 0, 6, 5, 1, 1, 3, 2, 3, 3, 0, 6, 15, 2, 11, 1, 2, 14, 3, 5, 5, 10, 1, 1, 5, 3, 13, 0, 1, 10, 2, 4, 5, 0, 4, 10, 1, 12, 3, 11, 10, 7, 1, 4, 0, 7, 2, 1, 4, 2, 5, 3, 10, 2, 4, 10, 0, 8, 0, 4, 7, 0, 0, 0, 0, 3, 8, 14, 10, 2, 6, 0, 0, 11, 1, 1, 2, 11, 4, 8, 6, 1, 8, 14, 11, 0, 0, 1, 3, 0, 4, 6, 13, 0, 25, 5, 0, 0, 13]",0,0.40689777104736224,-1.155833925591396
22,planning,PMd,4.23943661971831,24,24.660979964292796,66.4,67.959,"[2, 3, 2, 2, 0, 1, 0, 0, 0, 4, 19, 0, 14, 5, 15, 7, 0, 1, 3, 5, 9, 3, 1, 1, 2, 7, 7, 0, 0, 0, 4, 2, 1, 12, 0, 0, 1, 2, 2, 1, 3, 4, 1, 0, 0, 4, 10, 3, 0, 2, 12, 4, 1, 0, 3, 24, 0, 8, 3, 2, 10, 1, 4, 7, 8, 3, 0, 7, 3, 10, 0, 0, 9, 2, 6, 4, 1, 1, 21, 1, 5, 3, 0, 2, 5, 0, 5, 0, 1, 3, 1, 0, 2, 0, 12, 4, 0, 4, 8, 0, 10, 1, 3, 8, 0, 4, 0, 0, 0, 16, 7, 14, 4, 5, 2, 0, 15, 14, 0, 5, 12, 1, 5, 7, 2, 19, 13, 11, 0, 0, 0, 0, 3, 12, 3, 8, 1, 10, 5, 0, 0, 7]",0,-0.5171156792492602,-0.1328624861584831
23,planning,PMd,4.084507042253521,21,19.27454870065463,69.3,70.697,"[2, 0, 3, 1, 2, 3, 1, 0, 0, 5, 18, 0, 5, 11, 13, 5, 1, 0, 1, 0, 2, 1, 0, 5, 0, 8, 12, 0, 0, 0, 1, 1, 1, 7, 3, 2, 1, 3, 4, 3, 5, 5, 1, 1, 2, 2, 4, 2, 0, 5, 14, 5, 0, 0, 3, 21, 3, 2, 4, 5, 16, 1, 2, 6, 4, 2, 4, 6, 3, 16, 0, 0, 8, 1, 4, 3, 0, 1, 11, 2, 8, 1, 1, 12, 3, 1, 3, 0, 1, 0, 1, 1, 2, 6, 13, 6, 0, 7, 5, 0, 6, 1, 1, 10, 0, 3, 1, 5, 1, 9, 11, 11, 3, 7, 2, 3, 12, 13, 2, 4, 12, 6, 6, 3, 2, 7, 10, 9, 0, 0, 0, 3, 5, 8, 2, 7, 0, 16, 1, 0, 1, 7]",0,-1.2170031271636514,0.0837439953893915
24,planning,PMd,2.359154929577465,16,8.01889506050387,72.3,73.164,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 2, 7, 0, 3, 16, 11, 4, 1, 0, 0, 0, 0, 1, 3, 1, 1, 6, 7, 0, 0, 0, 2, 2, 0, 8, 1, 1, 1, 1, 2, 0, 2, 1, 0, 0, 1, 2, 5, 3, 0, 1, 3, 1, 0, 0, 1, 7, 0, 6, 4, 2, 12, 0, 2, 4, 1, 0, 2, 3, 5, 6, 0, 0, 10, 0, 2, 1, 2, 3, 6, 0, 9, 4, 0, 5, 3, 2, 0, 1, 2, 0, 0, 1, 0, 2, 2, 3, 1, 4, 2, 2, 3, 0, 0, 7, 0, 0, 0, 0, 0, 4, 3, 8, 1, 3, 1, 1, 6, 4, 0, 2, 5, 3, 2, 5, 1, 10, 4, 6, 0, 0, 0, 1, 2, 3, 1, 5, 0, 3, 6, 1, 1, 6]",0,-3.371718635524078,-0.4401151083690761
25,planning,PMd,5.464788732394366,37,44.07974608212656,74.5,76.377,"[0, 0, 0, 3, 0, 0, 2, 0, 0, 2, 24, 0, 4, 17, 18, 14, 6, 0, 0, 0, 0, 1, 0, 0, 2, 15, 6, 0, 0, 0, 3, 1, 1, 8, 2, 0, 0, 4, 0, 1, 15, 6, 0, 0, 2, 2, 7, 1, 0, 1, 11, 5, 2, 0, 10, 26, 2, 7, 0, 6, 10, 3, 2, 5, 7, 3, 4, 9, 3, 12, 2, 1, 13, 3, 13, 2, 5, 6, 15, 0, 8, 1, 1, 10, 25, 2, 9, 0, 3, 3, 1, 2, 10, 2, 11, 14, 1, 3, 11, 0, 9, 0, 8, 17, 1, 3, 0, 0, 7, 11, 37, 10, 2, 11, 3, 1, 19, 9, 2, 10, 17, 7, 8, 7, 0, 2, 14, 17, 0, 0, 0, 1, 0, 12, 5, 6, 0, 25, 7, 1, 0, 15]",0,2.5972782757012918,-0.8271802038910344
26,planning,PMd,2.3661971830985915,12,8.119420749851221,78.0,78.95,"[2, 1, 1, 0, 0, 1, 3, 0, 0, 0, 8, 0, 1, 12, 8, 2, 2, 0, 2, 3, 0, 0, 0, 0, 2, 7, 1, 0, 1, 0, 2, 6, 2, 5, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 5, 0, 0, 0, 5, 0, 0, 0, 1, 9, 1, 6, 3, 2, 9, 0, 0, 3, 1, 2, 1, 5, 1, 3, 0, 0, 6, 1, 4, 3, 1, 2, 11, 0, 3, 1, 0, 3, 4, 2, 4, 0, 3, 0, 1, 0, 1, 2, 8, 5, 0, 11, 6, 0, 4, 0, 4, 8, 0, 4, 1, 0, 2, 10, 5, 9, 3, 7, 2, 0, 7, 1, 0, 1, 6, 0, 1, 1, 0, 2, 8, 3, 0, 0, 0, 3, 2, 2, 2, 6, 0, 2, 2, 0, 3, 8]",0,-3.737217915757565,0.1080610279257084
27,planning,PMd,4.147887323943662,24,23.027425114064663,80.5,81.809,"[3, 5, 7, 1, 2, 1, 0, 0, 3, 2, 24, 0, 9, 11, 15, 5, 1, 0, 5, 3, 0, 3, 0, 1, 7, 10, 6, 1, 1, 2, 2, 4, 2, 6, 0, 4, 2, 0, 0, 0, 1, 2, 0, 0, 1, 3, 4, 5, 0, 3, 8, 0, 1, 0, 2, 13, 3, 5, 2, 2, 11, 0, 7, 2, 3, 1, 1, 3, 7, 16, 1, 0, 14, 4, 3, 1, 1, 3, 7, 0, 9, 2, 3, 7, 4, 1, 11, 0, 1, 0, 0, 7, 3, 6, 8, 3, 0, 3, 10, 0, 4, 0, 5, 17, 0, 3, 0, 5, 0, 10, 16, 17, 1, 7, 2, 4, 16, 5, 0, 8, 11, 0, 3, 4, 0, 5, 9, 7, 1, 0, 3, 2, 1, 12, 5, 5, 0, 24, 3, 0, 0, 8]",0,-0.6697141978583927,-0.2160858203174739
